,Unnamed: 0,SOURCE,ARTICULO,WORDS,TRANSLATE,SENTENCES_A,SENTENCES_B,SENTENCES_C,SENTENCES_D,SENTENCES_E,SENTENCES_F,READ,HEAR,WRITE,TALK,STATUS
2589,2493,,,felicidad,happiness,,,,,,,,,,,
2590,2494,,,mejora,improvement,,,,,,,,,,,
2591,2495,,,dirige,directs,,,,,,,,,,,
2592,2496,,,correr,run,,,,,,,,,,,
2593,2497,,,dimensión,Dimension,,,,,,,,,,,
2594,2498,,,oscar,oscar,,,,,,,,,,,
2595,2499,,,petición,petition,,,,,,,,,,,
2596,2500,,,transformación,transformation,,,,,,,,,,,
2597,2501,,,notable,remarkable,,,,,,,,,,,
2598,2502,,,pista,clue,,,,,,,,,,,
2599,2503,,,andalucía,andalucia,,,,,,,,,,,
2600,2504,,,marta,marta,,,,,,,,,,,
2601,2505,,,realizada,realized,,,,,,,,,,,
2602,2506,,,aplicar,apply,,,,,,,,,,,
2603,2507,,,cena,dinner,,,,,,,,,,,
2604,2508,,,eléctrica,electric,,,,,,,,,,,
2605,2509,,,enviado,sent,,,,,,,,,,,
2606,2510,,,modos,Modes,,,,,,,,,,,
2607,2511,,,fortuna,fortune,,,,,,,,,,,
2608,2512,,,conflictos,conflicts,,,,,,,,,,,
2609,2513,,,infancia,Childhood,,,,,,,,,,,
2610,2514,,,permitió,allowed to,,,,,,,,,,,
2611,2515,,,campesinos,peasants,,,,,,,,,,,
2612,2516,,,tercero,third party,,,,,,,,,,,
2613,2517,,,desea,you want,,,,,,,,,,,
2614,2518,,,sida,sida,,,,,,,,,,,
2615,2519,,,obligación,obligation,,,,,,,,,,,
2616,2520,,,oriente,east,,,,,,,,,,,
2617,2521,,,colección,collection,,,,,,,,,,,
2618,2522,,,eficaz,effective,,,,,,,,,,,
2619,2523,,,exceso,excess,,,,,,,,,,,
2620,2524,,,evidencia,evidence,,,,,,,,,,,
2621,2525,,,poderes,powers,,,,,,,,,,,
2622,2526,,,demostrar,demonstrate,,,,,,,,,,,
2623,2527,,,muestran,show,,,,,,,,,,,
2624,2528,,,protagonista,protagonist,,,,,,,,,,,
2625,2529,,,alcanza,reach,,,,,,,,,,,
2626,2530,,,recuerdos,souvenirs,,,,,,,,,,,
2627,2531,,,montaña,mountain,,,,,,,,,,,
2628,2532,,,dictadura,dictatorship,,,,,,,,,,,
2629,2533,,,observa,observes,,,,,,,,,,,
2630,2534,,,indígenas,Indians,,,,,,,,,,,
2631,2535,,,pasan,pass,,,,,,,,,,,
2632,2536,,,ortega,ortega,,,,,,,,,,,
2633,2537,,,claridad,clarity,,,,,,,,,,,
2634,2538,,,estuviera,you were,,,,,,,,,,,
2635,2539,,,consulta,consultation,,,,,,,,,,,
2636,2540,,,financiero,financial,,,,,,,,,,,
2637,2541,,,inflación,inflation,,,,,,,,,,,
2638,2542,,,senado,senate,,,,,,,,,,,
2639,2543,,,tropas,Troops,,,,,,,,,,,
2640,2544,,,mexicana,Mexican,,,,,,,,,,,
2641,2545,,,correspondientes,corresponding to,,,,,,,,,,,
2642,2546,,,levantó,he lifted,,,,,,,,,,,
2643,2547,,,vuelo,Flight,,,,,,,,,,,
2644,2548,,,imperio,empire,,,,,,,,,,,
2645,2549,,,gana,wins,,,,,,,,,,,
2646,2550,,,agente,agent,,,,,,,,,,,
2647,2551,,,respuestas,answers,,,,,,,,,,,
2648,2552,,,civiles,Civilians,,,,,,,,,,,
2649,2553,,,pierde,loses,,,,,,,,,,,
2650,2554,,,moderno,Modern,,,,,,,,,,,
2651,2555,,,homenaje,homage,,,,,,,,,,,
2652,2556,,,establecimiento,property,,,,,,,,,,,
2653,2557,,,crea,creates,,,,,,,,,,,
2654,2558,,,fiestas,parties,,,,,,,,,,,
2655,2559,,,números,numbers,,,,,,,,,,,
2656,2560,,,controlar,control,,,,,,,,,,,
2657,2561,,,tratando,treating,,,,,,,,,,,
2658,2562,,,intenta,tries,,,,,,,,,,,
2659,2563,,,circulación,Circulation,,,,,,,,,,,
2660,2564,,,reserva,Reservation,,,,,,,,,,,
2661,2565,,,silla,chair,,,,,,,,,,,
2662,2566,,,franceses,Frenchmen,,,,,,,,,,,
2663,2567,,,expresa,express,,,,,,,,,,,
2664,2568,,,escribió,he wrote,,,,,,,,,,,
2665,2569,,,virtud,virtue,,,,,,,,,,,
2666,2570,,,satisfacción,satisfaction,,,,,,,,,,,
2667,2571,,,huevos,eggs,,,,,,,,,,,
2668,2572,,,vos,you have been,,,,,,,,,,,
2669,2573,,,descenso,descent,,,,,,,,,,,
2670,2574,,,terrorismo,terrorism,,,,,,,,,,,
2671,2575,,,ecuador,Ecuador,,,,,,,,,,,
2672,2576,,,chico,guy,,,,,,,,,,,
2673,2577,,,segura,safe,,,,,,,,,,,
2674,2578,,,contó,counted,,,,,,,,,,,
2675,2579,,,líderes,leaders,,,,,,,,,,,
2676,2580,,,lentamente,slowly,,,,,,,,,,,
2677,2581,,,historias,Stories,,,,,,,,,,,
2678,2582,,,galicia,galicia,,,,,,,,,,,
2679,2583,,,acompañado,accompanied by,,,,,,,,,,,
2680,2584,,,décadas,decades,,,,,,,,,,,
2681,2585,,,reconoció,recognized,,,,,,,,,,,
2682,2586,,,hago,I do,,,,,,,,,,,
2683,2587,,,apartado,section,,,,,,,,,,,
2684,2588,,,feria,fair,,,,,,,,,,,
2685,2589,,,rueda,wheel,,,,,,,,,,,
2686,2590,,,usuarios,users,,,,,,,,,,,
2687,2591,,,útil,useful,,,,,,,,,,,
2688,2592,,,emilio,emilio,,,,,,,,,,,
2689,2593,,,cumplimiento,compliance,,,,,,,,,,,
2690,2594,,,transición,transition,,,,,,,,,,,
2691,2595,,,campeón,champion,,,,,,,,,,,
2692,2596,,,xx,xx,,,,,,,,,,,
2693,2597,,,verse,see yourself,,,,,,,,,,,
2694,2598,,,anteriormente,Previously,,,,,,,,,,,
2695,2599,,,defender,defending,,,,,,,,,,,
2696,2600,,,cuáles,which ones,,,,,,,,,,,
2697,2601,,,hecha,made,,,,,,,,,,,
2698,2602,,,remedio,remedy,,,,,,,,,,,
2699,2603,,,ponen,put,,,,,,,,,,,
2700,2604,,,debo,I must,,,,,,,,,,,
2701,2605,,,procedimientos,procedures,,,,,,,,,,,
2702,2606,,,gritos,screams,,,,,,,,,,,
2703,2607,,,círculo,Circle,,,,,,,,,,,
2704,2608,,,norteamericanos,North Americans,,,,,,,,,,,
2705,2609,,,rojas,red,,,,,,,,,,,
2706,2610,,,dirigido,directed,,,,,,,,,,,
2707,2611,,,delitos,Crimes,,,,,,,,,,,
2708,2612,,,avenida,avenue,,,,,,,,,,,
2709,2613,,,alonso,alonso,,,,,,,,,,,
2710,2614,,,obtuvo,obtained,,,,,,,,,,,
2711,2615,,,matar,killing,,,,,,,,,,,
2712,2616,,,cortes,cuts,,,,,,,,,,,
2713,2617,,,grados,grades,,,,,,,,,,,
2714,2618,,,previamente,Previously,,,,,,,,,,,
2715,2619,,,publicación,publication,,,,,,,,,,,
2716,2620,,,aprendizaje,learning,,,,,,,,,,,
2717,2621,,,motor,motor,,,,,,,,,,,
2718,2622,,,crítico,critical,,,,,,,,,,,
2719,2623,,,señores,Gentlemen,,,,,,,,,,,
2720,2624,,,muchacha,much girl,,,,,,,,,,,
2721,2625,,,rumbo,direction,,,,,,,,,,,
2722,2626,,,trato,Deal,,,,,,,,,,,
2723,2627,,,arquitectura,Architecture,,,,,,,,,,,
2724,2628,,,querer,wanting,,,,,,,,,,,
2725,2629,,,encargado,in charge,,,,,,,,,,,
2726,2630,,,pensé,I thought,,,,,,,,,,,
2727,2631,,,distrito,district,,,,,,,,,,,
2728,2632,,,rápida,fast,,,,,,,,,,,
2729,2633,,,ay,ay,,,,,,,,,,,
2730,2634,,,campeonato,championship,,,,,,,,,,,
2731,2635,,,gabriel,gabriel,,,,,,,,,,,
2732,2636,,,maestros,teachers,,,,,,,,,,,
2733,2637,,,reformas,reforms,,,,,,,,,,,
2734,2638,,,explotación,farm,,,,,,,,,,,
2735,2639,,,católica,catholic,,,,,,,,,,,
2736,2640,,,contenidos,contents,,,,,,,,,,,
2737,2641,,,sustancias,Substances,,,,,,,,,,,
2738,2642,,,regresar,back,,,,,,,,,,,
2739,2643,,,formado,formed,,,,,,,,,,,
2740,2644,,,creía,he believed,,,,,,,,,,,
2741,2645,,,juzgado,judged,,,,,,,,,,,
2742,2646,,,bolivia,bolivia,,,,,,,,,,,
2743,2647,,,famoso,famous,,,,,,,,,,,
2744,2648,,,avance,advance,,,,,,,,,,,
2745,2649,,,particulares,particulars,,,,,,,,,,,
2746,2650,,,usa,usa,,,,,,,,,,,
2747,2651,,,cerrar,close,,,,,,,,,,,
2748,2652,,,aprobación,approval,,,,,,,,,,,
2749,2653,,,llamadas,Calls,,,,,,,,,,,
2750,2654,,,termina,ends,,,,,,,,,,,
2751,2655,,,borde,edge,,,,,,,,,,,
2752,2656,,,fenómenos,phenomena,,,,,,,,,,,
2753,2657,,,of,of the,,,,,,,,,,,
2754,2658,,,metro,metro,,,,,,,,,,,
2755,2659,,,corrientes,currents,,,,,,,,,,,
2756,2660,,,dedicado,dedicated,,,,,,,,,,,
2757,2661,,,zaragoza,zaragoza,,,,,,,,,,,
2758,2662,,,creen,believe,,,,,,,,,,,
2759,2663,,,continente,continent,,,,,,,,,,,
2760,2664,,,ventajas,advantages,,,,,,,,,,,
2761,2665,,,clásico,classic,,,,,,,,,,,
2762,2666,,,orquesta,orchestra,,,,,,,,,,,
2763,2667,,,oye,hey,,,,,,,,,,,
2764,2668,,,analizar,analyze,,,,,,,,,,,
2765,2669,,,ernesto,Ernesto,,,,,,,,,,,
2766,2670,,,cuentan,count,,,,,,,,,,,
2767,2671,,,diarios,journals,,,,,,,,,,,
2768,2672,,,dueño,Owner,,,,,,,,,,,
2769,2673,,,actitudes,attitudes,,,,,,,,,,,
2770,2674,,,bajar,descending,,,,,,,,,,,
2771,2675,,,telefónica,Telefónica,,,,,,,,,,,
2772,2676,,,rusia,Russia,,,,,,,,,,,
2773,2677,,,coalición,coalition,,,,,,,,,,,
2774,2678,,,gustaría,I would like,,,,,,,,,,,
2775,2679,,,cerrado,closed,,,,,,,,,,,
2776,2680,,,descubierto,uncovered,,,,,,,,,,,
2777,2681,,,urbano,urban,,,,,,,,,,,
2778,2682,,,atentado,Attack,,,,,,,,,,,
2779,2683,,,deportivo,sports car,,,,,,,,,,,
2780,2684,,,viendo,watching,,,,,,,,,,,
2781,2685,,,órgano,Organ,,,,,,,,,,,
2782,2686,,,asociaciones,associations,,,,,,,,,,,
2783,2687,,,instalación,installation,,,,,,,,,,,
2784,2688,,,hombros,shoulders,,,,,,,,,,,
2785,2689,,,introducción,introduction,,,,,,,,,,,
2786,2690,,,demostrado,proven,,,,,,,,,,,
2787,2691,,,determinados,certain types of,,,,,,,,,,,
2788,2692,,,mostrar,show,,,,,,,,,,,
2789,2693,,,atmósfera,atmosphere,,,,,,,,,,,
2790,2694,,,gentes,People,,,,,,,,,,,
2791,2695,,,moreno,tan,,,,,,,,,,,
2792,2696,,,sabido,known,,,,,,,,,,,
2793,2697,,,diga,say,,,,,,,,,,,
2794,2698,,,vender,Sell,,,,,,,,,,,
2795,2699,,,dejaba,he left,,,,,,,,,,,
2796,2700,,,polémica,polemic,,,,,,,,,,,
2797,2701,,,guillermo,guillermo,,,,,,,,,,,
2798,2702,,,vacaciones,Holidays,,,,,,,,,,,
2799,2703,,,vidas,Lives,,,,,,,,,,,
2800,2704,,,mediados,middle,,,,,,,,,,,
2801,2705,,,subir,top,,,,,,,,,,,
2802,2706,,,iniciar,Starting,,,,,,,,,,,
2803,2707,,,droga,Drugs,,,,,,,,,,,
2804,2708,,,iv,iv,,,,,,,,,,,
2805,2709,,,asegurar,assure,,,,,,,,,,,
2806,2710,,,entusiasmo,enthusiasm,,,,,,,,,,,
2807,2711,,,prestigio,prestige,,,,,,,,,,,
2808,2712,,,centrales,power plants,,,,,,,,,,,
2809,2713,,,edificios,Buildings,,,,,,,,,,,
2810,2714,,,contestó,he replied,,,,,,,,,,,
2811,2715,,,extraña,strange,,,,,,,,,,,
2812,2716,,,signos,Signs,,,,,,,,,,,
2813,2717,,,cristo,christ,,,,,,,,,,,
2814,2718,,,permitir,enable,,,,,,,,,,,
2815,2719,,,sensibilidad,sensitivity,,,,,,,,,,,
2816,2720,,,lógico,logical,,,,,,,,,,,
2817,2721,,,terminado,finished,,,,,,,,,,,
2818,2722,,,bar,bar,,,,,,,,,,,
2819,2723,,,comenzaron,began,,,,,,,,,,,
2820,2724,,,ciudadano,citizen,,,,,,,,,,,
2821,2725,,,actuaciones,performances,,,,,,,,,,,
2822,2726,,,particularmente,particularly,,,,,,,,,,,
2823,2727,,,especialistas,specialists,,,,,,,,,,,
2824,2728,,,canciones,songs,,,,,,,,,,,
2825,2729,,,golpes,blows,,,,,,,,,,,
2826,2730,,,pertenece,belongs,,,,,,,,,,,
2827,2731,,,legislación,legislation,,,,,,,,,,,
2828,2732,,,delegación,delegation,,,,,,,,,,,
2829,2733,,,anoche,last night,,,,,,,,,,,
2830,2734,,,dignidad,Dignity,,,,,,,,,,,
2831,2735,,,armada,Armada,,,,,,,,,,,
2832,2736,,,unidas,united,,,,,,,,,,,
2833,2737,,,citado,quoted,,,,,,,,,,,
2834,2738,,,conveniente,convenient,,,,,,,,,,,
2835,2739,,,empresario,entrepreneur,,,,,,,,,,,
2836,2740,,,llaman,call,,,,,,,,,,,
2837,2741,,,presos,prisoners,,,,,,,,,,,
2838,2742,,,expansión,expansion,,,,,,,,,,,
2839,2743,,,radical,radical,,,,,,,,,,,
2840,2744,,,advirtió,warned,,,,,,,,,,,
2841,2745,,,tomando,taking,,,,,,,,,,,
2842,2746,,,comenzar,get started,,,,,,,,,,,
2843,2747,,,conforme,conforming,,,,,,,,,,,
2844,2748,,,detenidos,detainees,,,,,,,,,,,
2845,2749,,,deseos,desires,,,,,,,,,,,
2846,2750,,,impulso,impulse,,,,,,,,,,,
2847,2751,,,dispone,disposes,,,,,,,,,,,
2848,2752,,,necesarias,necessary,,,,,,,,,,,
2849,2753,,,esquina,corner,,,,,,,,,,,
2850,2754,,,productores,producers,,,,,,,,,,,
2851,2755,,,ponerse,put on,,,,,,,,,,,
2852,2756,,,destaca,highlights,,,,,,,,,,,
2853,2757,,,mantuvo,maintained,,,,,,,,,,,
2854,2758,,,cola,tail,,,,,,,,,,,
2855,2759,,,tuviera,you had,,,,,,,,,,,
2856,2760,,,inmediata,immediate,,,,,,,,,,,
2857,2761,,,mexicanos,Mexicans,,,,,,,,,,,
2858,2762,,,socios,partners,,,,,,,,,,,
2859,2763,,,bajas,lows,,,,,,,,,,,
2860,2764,,,informes,reports,,,,,,,,,,,
2861,2765,,,romero,rosemary,,,,,,,,,,,
2862,2766,,,jefes,bosses,,,,,,,,,,,
2863,2767,,,argumento,argument,,,,,,,,,,,
2864,2768,,,cultivo,cultivation,,,,,,,,,,,
2865,2769,,,vivía,he lived,,,,,,,,,,,
2866,2770,,,opiniones,reviews,,,,,,,,,,,
2867,2771,,,reloj,clock,,,,,,,,,,,
2868,2772,,,in,in,,,,,,,,,,,
2869,2773,,,habido,there have been,,,,,,,,,,,
2870,2774,,,riesgos,risks,,,,,,,,,,,
2871,2775,,,meta,goal,,,,,,,,,,,
2872,2776,,,gonzalo,Gonzalo,,,,,,,,,,,
2873,2777,,,laboratorio,Laboratory,,,,,,,,,,,
2874,2778,,,comunicaciones,communications,,,,,,,,,,,
2875,2779,,,medias,stockings,,,,,,,,,,,
2876,2780,,,elena,elena,,,,,,,,,,,
2877,2781,,,escolar,schoolgirl,,,,,,,,,,,
2878,2782,,,danza,Dance,,,,,,,,,,,
2879,2783,,,terrible,terrible,,,,,,,,,,,
2880,2784,,,notas,notes,,,,,,,,,,,
2881,2785,,,entero,integer,,,,,,,,,,,
2882,2786,,,suave,soft,,,,,,,,,,,
2883,2787,,,alejandro,Alejandro,,,,,,,,,,,
2884,2788,,,activa,active,,,,,,,,,,,
2885,2789,,,dirigida,directed,,,,,,,,,,,
2886,2790,,,eje,shaft,,,,,,,,,,,
2887,2791,,,variedad,variety,,,,,,,,,,,
2888,2792,,,fácilmente,easily,,,,,,,,,,,
2889,2793,,,canción,song,,,,,,,,,,,
2890,2794,,,cantidades,quantities,,,,,,,,,,,
2891,2795,,,orientación,orientation,,,,,,,,,,,
2892,2796,,,fotos,photos,,,,,,,,,,,
2893,2797,,,definir,define,,,,,,,,,,,
2894,2798,,,masas,masses,,,,,,,,,,,
2895,2799,,,tabaco,tobacco,,,,,,,,,,,
2896,2800,,,aventura,adventure,,,,,,,,,,,
2897,2801,,,próximas,next ones,,,,,,,,,,,
2898,2802,,,pude,I could,,,,,,,,,,,
2899,2803,,,llegaba,was arriving,,,,,,,,,,,
2900,2804,,,conocidos,acquaintances,,,,,,,,,,,
2901,2805,,,raíces,Roots,,,,,,,,,,,
2902,2806,,,gravedad,gravity,,,,,,,,,,,
2903,2807,,,blancos,whites,,,,,,,,,,,
2904,2808,,,gabinete,cabinet,,,,,,,,,,,
2905,2809,,,alfredo,alfredo,,,,,,,,,,,
2906,2810,,,municipio,municipality,,,,,,,,,,,
2907,2811,,,arroz,Rice,,,,,,,,,,,
2908,2812,,,potencial,potential,,,,,,,,,,,
2909,2813,,,islas,Islands,,,,,,,,,,,
2910,2814,,,goles,Goals,,,,,,,,,,,
2911,2815,,,oportunidades,opportunities,,,,,,,,,,,
2912,2816,,,estuvieron,were,,,,,,,,,,,
2913,2817,,,caballero,Gentleman,,,,,,,,,,,
2914,2818,,,colocar,place,,,,,,,,,,,
2915,2819,,,comentarios,comments,,,,,,,,,,,
2916,2820,,,profundidad,Depth,,,,,,,,,,,
2917,2821,,,comprensión,understanding,,,,,,,,,,,
2918,2822,,,panorama,panorama,,,,,,,,,,,
2919,2823,,,otan,otan,,,,,,,,,,,
2920,2824,,,revolucionario,a revolutionary,,,,,,,,,,,
2921,2825,,,síntesis,synthesis,,,,,,,,,,,
2922,2826,,,seno,breast,,,,,,,,,,,
2923,2827,,,anda,anda,,,,,,,,,,,
2924,2828,,,dependencia,dependence,,,,,,,,,,,
2925,2829,,,primavera,Spring,,,,,,,,,,,
2926,2830,,,aumenta,increases,,,,,,,,,,,
2927,2831,,,manifiesta,manifest,,,,,,,,,,,
2928,2832,,,fruto,Fruit,,,,,,,,,,,
2929,2833,,,brillante,brilliant,,,,,,,,,,,
2930,2834,,,sindicato,syndicate,,,,,,,,,,,
2931,2835,,,fechas,dates,,,,,,,,,,,
2932,2836,,,torre,tower,,,,,,,,,,,
2933,2837,,,oscuridad,Darkness,,,,,,,,,,,
2934,2838,,,anuncio,advertisement,,,,,,,,,,,
2935,2839,,,intelectuales,intellectuals,,,,,,,,,,,
2936,2840,,,ampliación,enlargement,,,,,,,,,,,
2937,2841,,,conservación,preservation,,,,,,,,,,,
2938,2842,,,inicia,starts,,,,,,,,,,,
2939,2843,,,alcanzó,reached,,,,,,,,,,,
2940,2844,,,teniente,Lieutenant,,,,,,,,,,,
2941,2845,,,demuestra,demonstrates,,,,,,,,,,,
2942,2846,,,salas,Halls,,,,,,,,,,,
2943,2847,,,vital,vital,,,,,,,,,,,
2944,2848,,,pudieron,they could,,,,,,,,,,,
2945,2849,,,carreras,racing,,,,,,,,,,,
2946,2850,,,sabor,flavor,,,,,,,,,,,
2947,2851,,,combate,combat,,,,,,,,,,,
2948,2852,,,efectivamente,effectively,,,,,,,,,,,
2949,2853,,,lágrimas,tears,,,,,,,,,,,
2950,2854,,,disminución,decrease,,,,,,,,,,,
2951,2855,,,plantea,raises,,,,,,,,,,,
2952,2856,,,provincial,provincial,,,,,,,,,,,
2953,2857,,,miraba,he looked,,,,,,,,,,,
2954,2858,,,caracas,caracas,,,,,,,,,,,
2955,2859,,,situado,located,,,,,,,,,,,
2956,2860,,,caballos,horses,,,,,,,,,,,
2957,2861,,,proteínas,proteins,,,,,,,,,,,
2958,2862,,,biblioteca,library,,,,,,,,,,,
2959,2863,,,recientes,recent,,,,,,,,,,,
2960,2864,,,afuera,outside,,,,,,,,,,,
2961,2865,,,jiménez,jiménez,,,,,,,,,,,
2962,2866,,,tasas,rates,,,,,,,,,,,
2963,2867,,,levanta,raises,,,,,,,,,,,
2964,2868,,,cuarta,fourth,,,,,,,,,,,
2965,2869,,,taza,mug,,,,,,,,,,,
2966,2870,,,conclusiones,conclusions,,,,,,,,,,,
2967,2871,,,necesitan,need,,,,,,,,,,,
2968,2872,,,negativa,negative,,,,,,,,,,,
2969,2873,,,dieta,diet,,,,,,,,,,,
2970,2874,,,alcanzado,achieved,,,,,,,,,,,
2971,2875,,,andar,Walking,,,,,,,,,,,
2972,2876,,,destacó,emphasized,,,,,,,,,,,
2973,2877,,,pilar,pillar,,,,,,,,,,,
2974,2878,,,flor,flower,,,,,,,,,,,
2975,2879,,,suficientes,sufficient,,,,,,,,,,,
2976,2880,,,existentes,existing ones,,,,,,,,,,,
2977,2881,,,utilizan,use,,,,,,,,,,,
2978,2882,,,ceremonia,Ceremony,,,,,,,,,,,
2979,2883,,,ése,that,,,,,,,,,,,
2980,2884,,,abogados,lawyers,,,,,,,,,,,
2981,2885,,,mantienen,maintain,,,,,,,,,,,
2982,2886,,,castellano,Castilian Spanish,,,,,,,,,,,
2983,2887,,,vivido,lived,,,,,,,,,,,
2984,2888,,,representan,represent,,,,,,,,,,,
2985,2889,,,cámaras,Cameras,,,,,,,,,,,
2986,2890,,,aparecer,appear,,,,,,,,,,,
2987,2891,,,dioses,Gods,,,,,,,,,,,
2988,2892,,,programación,programming,,,,,,,,,,,
2989,2893,,,bogotá,Bogota,,,,,,,,,,,
2990,2894,,,médica,medical,,,,,,,,,,,
2991,2895,,,opciones,options,,,,,,,,,,,
2992,2896,,,permiso,Permission,,,,,,,,,,,
2993,2897,,,verdes,green,,,,,,,,,,,
2994,2898,,,mensajes,messages,,,,,,,,,,,
2995,2899,,,participantes,participants,,,,,,,,,,,
2996,2900,,,sacó,pulled out,,,,,,,,,,,
2997,2901,,,profesión,profession,,,,,,,,,,,
2998,2902,,,senador,senator,,,,,,,,,,,
2999,2903,,,alvarez,alvarez,,,,,,,,,,,
3000,2904,,,convocatoria,call for applications,,,,,,,,,,,
3001,2905,,,largas,long,,,,,,,,,,,
3002,2906,,,afirmar,affirmation,,,,,,,,,,,
3003,2907,,,arma,weapon,,,,,,,,,,,
3004,2908,,,americano,American,,,,,,,,,,,
3005,2909,,,provincias,Provinces,,,,,,,,,,,
3006,2910,,,cuantos,how many,,,,,,,,,,,
3007,2911,,,proporción,proportion,,,,,,,,,,,
3008,2912,,,rival,rival,,,,,,,,,,,
3009,2913,,,angustia,anguish,,,,,,,,,,,
3010,2914,,,escasa,scarce,,,,,,,,,,,
3011,2915,,,largos,long,,,,,,,,,,,
3012,2916,,,granada,pomegranate,,,,,,,,,,,
3013,2917,,,destrucción,Destruction,,,,,,,,,,,
3014,2918,,,europeas,Europeans,,,,,,,,,,,
3015,2919,,,podríamos,we could,,,,,,,,,,,
3016,2920,,,celebración,celebration,,,,,,,,,,,
3017,2921,,,traje,costume,,,,,,,,,,,
3018,2922,,,parecían,they seemed,,,,,,,,,,,
3019,2923,,,jurídico,legal,,,,,,,,,,,
3020,2924,,,techo,Ceiling,,,,,,,,,,,
3021,2925,,,elevado,high,,,,,,,,,,,
3022,2926,,,financiera,financially,,,,,,,,,,,
3023,2927,,,jean,jean,,,,,,,,,,,
3024,2928,,,utilizando,using,,,,,,,,,,,
3025,2929,,,cubrir,cover,,,,,,,,,,,
3026,2930,,,descanso,Rest,,,,,,,,,,,
3027,2931,,,percepción,perception,,,,,,,,,,,
3028,2932,,,iu,iu,,,,,,,,,,,
3029,2933,,,bosque,Forest,,,,,,,,,,,
3030,2934,,,continuidad,continuity,,,,,,,,,,,
3031,2935,,,británico,British,,,,,,,,,,,
3032,2936,,,financiación,funding,,,,,,,,,,,
3033,2937,,,bienestar,wellness,,,,,,,,,,,
3034,2938,,,afectados,affected,,,,,,,,,,,
3035,2939,,,consejero,Counselor,,,,,,,,,,,
3036,2940,,,dé,give,,,,,,,,,,,
3037,2941,,,diría,I would say,,,,,,,,,,,
3038,2942,,,descubrimiento,discovery,,,,,,,,,,,
3039,2943,,,escándalo,scandal,,,,,,,,,,,
3040,2944,,,estancia,Stay,,,,,,,,,,,
3041,2945,,,seguros,Insurance,,,,,,,,,,,
3042,2946,,,argumentos,arguments,,,,,,,,,,,
3043,2947,,,espero,I hope,,,,,,,,,,,
3044,2948,,,deportes,sports,,,,,,,,,,,
3045,2949,,,informa,informs,,,,,,,,,,,
3046,2950,,,preparado,prepared,,,,,,,,,,,
3047,2951,,,negó,he denied,,,,,,,,,,,
3048,2952,,,añadir,add,,,,,,,,,,,
3049,2953,,,corona,crown,,,,,,,,,,,
3050,2954,,,cabezas,Heads,,,,,,,,,,,
3051,2955,,,cadáver,Dead body,,,,,,,,,,,
3052,2956,,,iguales,equals,,,,,,,,,,,
3053,2957,,,pendiente,pendant,,,,,,,,,,,
3054,2958,,,relacionados,related related,,,,,,,,,,,
3055,2959,,,abuelo,grandfather,,,,,,,,,,,
3056,2960,,,decirle,tell you,,,,,,,,,,,
3057,2961,,,normalmente,normally,,,,,,,,,,,
3058,2962,,,oficinas,offices,,,,,,,,,,,
3059,2963,,,revisión,review,,,,,,,,,,,
3060,2964,,,frecuentes,frequent,,,,,,,,,,,
3061,2965,,,institucional,institutional,,,,,,,,,,,
3062,2966,,,cae,falls,,,,,,,,,,,
3063,2967,,,previa,previous,,,,,,,,,,,
3064,2968,,,ricos,rich,,,,,,,,,,,
3065,2969,,,símbolo,symbol,,,,,,,,,,,
3066,2970,,,sostiene,sustains,,,,,,,,,,,
3067,2971,,,capa,coat,,,,,,,,,,,
3068,2972,,,temporal,temporary,,,,,,,,,,,
3069,2973,,,vigilancia,surveillance,,,,,,,,,,,
3070,2974,,,mínima,Minimum,,,,,,,,,,,
3071,2975,,,columna,column,,,,,,,,,,,
3072,2976,,,ves,you see,,,,,,,,,,,
3073,2977,,,ofrecen,offer,,,,,,,,,,,
3074,2978,,,acababa,he had finished,,,,,,,,,,,
3075,2979,,,determinada,determined,,,,,,,,,,,
3076,2980,,,ciu,ciu,,,,,,,,,,,
3077,2981,,,salsa,Salsa,,,,,,,,,,,
3078,2982,,,ruta,route,,,,,,,,,,,
3079,2983,,,cursos,courses,,,,,,,,,,,
3080,2984,,,huesos,Bones,,,,,,,,,,,
3081,2985,,,permitido,Allowed,,,,,,,,,,,
3082,2986,,,difíciles,difficult ones,,,,,,,,,,,
3083,2987,,,amiga,friend,,,,,,,,,,,
3084,2988,,,observación,observation,,,,,,,,,,,
3085,2989,,,escritores,writers,,,,,,,,,,,
3086,2990,,,asumir,assume,,,,,,,,,,,
3087,2991,,,sufrido,suffered,,,,,,,,,,,
3088,2992,,,setenta,seventy,,,,,,,,,,,
3089,2993,,,dejaron,they left,,,,,,,,,,,
3090,2994,,,guía,guide,,,,,,,,,,,
3091,2995,,,haría,would do,,,,,,,,,,,
3092,2996,,,nervioso,nervous,,,,,,,,,,,
3093,2997,,,vivos,alive,,,,,,,,,,,
3094,2998,,,dimensiones,Dimensions,,,,,,,,,,,
3095,2999,,,atender,to attend,,,,,,,,,,,
3096,3000,,,contratos,contracts,,,,,,,,,,,
3097,3001,,,fidel,fidelity,,,,,,,,,,,
3098,3002,,,bandera,Flag,,,,,,,,,,,
3099,3003,,,quedarse,to stay,,,,,,,,,,,
3100,3004,,,regular,regular,,,,,,,,,,,
3101,3005,,,india,india,,,,,,,,,,,
3102,3006,,,presupuestos,budgets,,,,,,,,,,,
3103,3007,,,rendimiento,performance,,,,,,,,,,,
