language,text
fra,"Peter était un joueur de jeux vidéo altruiste ; il donnait des objets aux gens qui en avaient besoin, plutôt que de les vendre par intérêt personnel."
fra,Jimmy essaya de persuader ses parents de le laisser traverser le pays en voiture avec ses amis.
fra,Les artistes de pop prospèrent sur l'adulation de leurs fans fidèles.
fra,Nous devons apprendre à affronter l'adversité avec grâce.
fra,Bill Clinton parla dans un langage ambigu lorsqu'on lui a demandé de décrire sa relation avec Monica Lewinsky.
fra,C'était un vieil homme bienveillant qui se portait volontaire pour tondre la pelouse de ses voisins gratuitement.
fra,Son ton sévère et sa voix forte masquaient sa sensibilité intérieure et sa nature attentionnée.
fra,La statue du Minute Man rend hommage aux vaillants soldats qui ont combattu pendant la guerre d'indépendance.
fra,"Confus face aux remarques obscures de Sherlock Holmes, Watson se demandait si Holmes dissimulait intentionnellement ses vues sur le crime."
fra,Quel critère avez-vous utilisé pour élire cet essai en tant que gagnant ?
fra,Je ne sais pas danser un pas de salsa.
fra,"Même si tes phrases étaient effectivement vides de sens, au moins tu as la chance de savoir faire de belles phrases."
fra,J'aime beaucoup mon travail.
fra,"Ray était prêt à corroborer l'histoire de Gary, mais la police n'était toujours pas convaincue que l'un d'eux dise la vérité."
fra,Le meurtrier fut déclaré coupable et condamné à un emprisonnement à vie.
fra,"Parfois, les joueurs de hockey se provoquent tellement les uns les autres que des bagarres éclatent."
fra,Il y avait une sensation de retenue dans la pièce ; personne n'osait dire au roi à quel point sa décision était insensée.
fra,Le consensus indique que nous sommes opposés à l'idée proposée.
fra,Un petit feu de forêt peut facilement se répandre et rapidement devenir un grand incendie.
fra,Je trouve que les mots ayant des définitions précises sont les plus simples à retenir.
fra,Il était encore furieux à propos de l'accident malgré les mots conciliants de sa femme.
fra,Un examen sommaire de ses dents indiqua qu'il avait la gingivite.
fra,Ce fut une surprise de voir tous les étudiants se comporter avec convenance le soir du bal de fin d’année.
fra,"L'article de journal décrivait l'accusé comme un coupable, bien qu'il avait été prouvé innocent."
fra,Le politicien fit pression pour une réforme en dénonçant la corruption des responsables gouvernementaux.
fra,La dépravation du roi amena les gens à croire qu’il n’était rien d’autre qu’un tyran qu’il fallait renverser.
fra,J'ai rêvé de toi.
fra,Il me faut un nouvel ordinateur.
fra,Je ne perdrai pas !
fra,J'étais en retard à l'école.
fra,Les cours reprennent bientôt.
fra,Je crois que je vais éternuer... Passe-moi un mouchoir.
fra,"Pendant un moment, j'ai cru qu'il était devenu fou."
fra,Cette journée n’a été qu’un gâchis de temps et d’argent.
fra,"Ça m'a surpris, je ne savais pas quoi faire."
fra,Mais tu ne m'as jamais dit ça !
fra,J'ai changé la disposition de mon site.
fra,"Quand on est petit, tout nous paraît si grand..."
fra,Il ne me battra pas.
fra,Je dois faire le linge tant qu'il y a encore du soleil.
fra,"Je me suis promenée, histoire de prendre l'air."
fra,"Désolée, je ne pense pas que j'vais pouvoir."
fra,T'avais plein de temps.
fra,Arrête de me critiquer !
fra,Allez ! Parle-moi Trang.
fra,J'ai presque fini.
fra,Prends l'autre chaise !
fra,Combien de sandwichs restent-ils ?
fra,Je ne suis plus inspirée.
fra,Je ne m'abaisserai pas à son niveau.
fra,On pouvait voir le coucher du soleil depuis la fenêtre.
fra,Ça me rend fou.
fra,As-tu dit que je ne pourrais jamais gagner ?
fra,Il fait tout noir dehors.
fra,Qu'est-ce qu'il s'est passé ? Il y a de l'eau partout dans l'appartement.
fra,"Pendant les vacances d’été, je prenais mon dîner à minuit."
fra,Tu peux finir ta rédaction maintenant.
fra,"Tu diras et feras des choses que tes parents disaient et faisaient, même si tu avais juré de ne jamais le faire."
fra,"Je suis vivant, bien que je ne donne pas signe de vie."
fra,N'essaie jamais de mourir.
fra,Je suis trop vieux pour ce monde.
fra,La vie commence quand on se rend compte qui on est réellement.
fra,La vie commence quand on décide ce qu’on attend d’elle.
fra,La vie commence quand on paie des impôts.
fra,Ce que tu n’as pas est mieux que ce que tu as.
fra,La vie commence lorsque tu es prêt à la vivre.
fra,Il n'est jamais trop tard pour apprendre.
fra,Qui sont les idiots qui ont dit que les enseignants devraient préconiser plus de devoirs à la maison car les élèves ne travaillent pas assez ?
fra,"Il n'est que 5h du matin, et pourtant il fait jour."
fra,Il m'a raconté l'histoire de sa vie.
fra,Je n'ai jamais dit que j'étais fragile.
fra,Je me demande si je suis faite pour ce monde.
fra,De quoi parles-tu ?
fra,Je veux un bonbon.
fra,Je savais qu'aujourd'hui serait amusant.
fra,"Un enfant n’est pas un vase à remplir, mais un feu à allumer."
fra,"Malheureusement, beaucoup de gens croiront des choses qu'on leur aura dites via un e-mail qu'ils ne trouveraient pas plausibles en face à face."
fra,"Cela pourrait sembler tiré par les cheveux, mais c’est un réel problème."
fra,"La police est douée pour comprendre que quelqu'un a volé ma carte de crédit et a amassé plein d'argent. C'est beaucoup plus dur de leur faire avaler que ""quelqu'un a volé mon épée magique""."
fra,Quand est-ce qu'on mange ? J'ai faim !
fra,Je n'aime pas l'école.
fra,J'ai cours demain.
fra,Je n'arrive pas à le croire !
fra,« Merci. » « De rien. »
fra,Comment tu prononces « pronounce » ?
fra,L’hiver est ma saison préférée.
fra,C’est difficile d'avoir des idées géniales.
fra,De quel pays viens-tu ?
fra,Les données suggèrent que la durée optimale d’un cours magistral serait de 30 au lieu de 60 minutes.
fra,J’ai tendance à regarder les images avant de lire le texte.
fra,J'ai beaucoup appris de toi.
fra,Nous avons beaucoup marché.
fra,J’ai passé douze heures dans le train.
fra,Elle est tombée malade ce week-end.
fra,"Attends, quelqu’un frappe à ma porte."
fra,"Il est riche, il n’a pas besoin d'argent !"
fra,"Ils font trop de bruit, je n'arrive pas à me concentrer."
fra,J’ai envie d’un massage. J'ai besoin de me détendre.
fra,"Tu es malade, tu dois te reposer."
fra,Il y a un passage secret à gauche.
fra,Je n'ai pas que ça à faire.
fra,Smith a passé des années à étudier l'effet du sommeil et du manque de sommeil sur la mémoire et l'apprentissage.
fra,Elle demande l'impossible.
fra,Il a disparu sans laisser de trace.
fra,Je peux placer la paume des mains sur le sol sans plier les genoux.
fra,Il ne peut pas y avoir de progrès sans communication.
fra,Tout le monde aimerait croire que les rêves peuvent devenir réalité.
fra,La meilleure façon de réaliser ses rêves est de se réveiller.
fra,Le monde ne tourne pas autour de toi.
fra,Le monde est plein d’imbéciles.
fra,Es-tu en train de dire que ma vie est en danger ?
fra,As-tu une idée de ce à quoi ma vie ressemble ?
fra,L'atmosphère de cet endroit est mystérieuse.
fra,J’attends avec impatience d’entendre votre opinion sur ce sujet.
fra,Mais qu’est-ce que ça peut faire si je suis gay ? Est-ce que c’est un crime ?
fra,Ma vie est vide sans lui.
fra,Je ne veux pas louper mes examens.
fra,Ma mère a acheté deux bouteilles de jus d’orange.
fra,Elle portait un chapeau noir.
fra,Nous avons fait des crêpes pour le petit-déjeuner.
fra,Qu’as-tu mangé au déjeuner aujourd'hui ?
fra,J’ai passé tout l’après-midi à bavarder avec des amis.
fra,Je veux être plus indépendant.
fra,Est-ce que tu vas juste rester là debout toute la journée ?
fra,Un lapin a de longues oreilles et une petite queue.
fra,Mon cœur était rempli de joie.
fra,Il souhaite effacer de mauvais souvenirs.
fra,"Monsieur, vous n’avez pas le droit de garer votre voiture ici."
fra,"Nous devons l'emmener d'urgence à l'hôpital, il est gravement blessé !"
fra,Ton secret sera bien gardé.
fra,Je ne veux plus t'entendre te plaindre.
fra,Dis-leur de m'appeler avant qu'ils ne partent.
fra,Tu aurais dû refuser une proposition aussi injuste.
fra,Je n'ai pas la force de continuer à essayer.
fra,Les mathématiques ne sont pas juste de la mémorisation de formules.
fra,Je n’avais pas l’intention de te donner cette impression.
fra,Ouais ! J’ai gagné deux fois de suite !
fra,J'en ai marre de manger du fast-food.
fra,J'en ai marre d'en avoir marre.
fra,J'ai hâte de partir en vacances.
fra,Les chambres de cet hôtel sont vraiment très mal insonorisées. J’arrive à entendre mon voisin mâcher son chewing-gum !
fra,"L’essence des mathématiques, c’est la liberté."
fra,Est-ce que tu peux imaginer ce que notre vie serait sans électricité ?
fra,"Un, deux, trois, quatre, cinq, six, sept, huit, neuf, dix."
fra,Où sont les toilettes ?
fra,L’essence de la liberté sont les mathématiques.
fra,De combien d'heures de sommeil as-tu besoin ?
fra,Chaque personne est un monde.
fra,La température du corps humain tourne en moyenne autour de 37°C.
fra,"Évite d’ouvrir la fenêtre, je n'ai pas trop envie de sentir de courants d’air dans mon dos."
fra,J’ai la nationalité française mais je suis d’origine vietnamienne.
fra,Cette association humanitaire recherche des bénévoles pour distribuer des repas aux sans-abris pendant le mois de décembre.
fra,C'est très frustrant d'essayer de retrouver ses lunettes quand on ne voit rien sans lunettes.
fra,Tu penses qu'un jour les hommes coloniseront la lune ?
fra,"Quelles chansons célèbres auriez-vous aimé avoir composées, et pourquoi ?"
fra,"Je vais m’acheter un nouvel appareil photo, numérique, cette fois."
fra,Je suis fou de toi.
fra,Je ne sais pas ce qui est pire.
fra,La vie en prison est pire que la vie d'un animal.
fra,Je suis fier de faire partie de ce projet.
fra,Est-il nécessaire d'élargir la connaissance de l'Homme à travers l'exploration de l'espace ?
fra,La beauté réside dans les yeux de celui qui regarde.
fra,Qui achète ce genre d'œuvre d'art ?
fra,La NASA dit qu'elle possède déjà les informations suffisantes pour affirmer qu'une visite humaine de la planète rouge est faisable.
fra,Les vraies femmes ont des rondeurs.
fra,Pourquoi ne pouvons-nous pas nous chatouiller nous-mêmes ?
fra,La réponse nous mène à un cercle vicieux.
fra,J'ai la flemme de faire mes devoirs.
fra,Quoi... ? Tu ne sais toujours pas conduire ?
fra,"Demain c'est la rentrée ! Pour une fois, je suis pressé de retourner à l'école."
fra,Et avec moi nous sommes déjà un de plus.
fra,Tu as déjà de la barbe ?
fra,Je sens que je suis libre.
fra,Je ressens des brûlures d'estomac.
fra,La liberté n'est pas gratuite.
fra,Comment provoquer le désir d'une femme ?
fra,Le désir émerge entre nécessité et demande.
fra,"Pendant que nous mangions le dessert, le désir de voyager vers ce pays grandissait."
fra,J’ai créé un raccourci sur le bureau.
fra,Je veux un lecteur MP3 !
fra,Mon frère est très important. Du moins il pense qu'il l'est.
fra,"En mangeant une pizza, il agaçait sa sœur."
fra,"À ce rythme, on ne risque pas de finir avant la fin de la semaine."
fra,Je suppose que mon point de vue sur l’amitié est assez morne parce que je n’ai jamais réellement eu à compter sur qui que ce soit pour quoi que soit.
fra,Quoi ? ! T'as mangé mon ours en chocolat ? !
fra,"Non, je ne peux pas vous laisser entrer, il y a une personne de trop."
fra,Où es-tu ?
fra,Il vous fera mordre la poussière.
fra,Où vas-tu ?
fra,Il fait la tête.
fra,Il fait une tête d'enterrement.
fra,"Putain, quel est le connard qui ose m’appeler au milieu de la nuit ! ?"
fra,Il vient de publier une série intéressante d’articles.
fra,Tu me fais chier !
fra,Impossible !
fra,C'est un cul-de-sac.
fra,Je ne fais pas forcément confiance aux traductions.
fra,"Partager sa passion, c’est la vivre pleinement."
fra,Elle bouge comme une reine et démontre qu’elle a le rythme dans le sang.
fra,"Avant-hier tu as impressionné tout le monde, mais moi, je te connaissais déjà."
fra,"Si je te montrais ma maison, mon quartier d'alors, comprendrais-tu d'où je viens ?"
fra,Regarde comme tous médisent derrière mon dos parce que je me suis marié avec une femme de trente ans ma cadette.
fra,"La vie n'est pas longue, elle est large !"
fra,"Quand j’avais ton âge, Pluton était une planète."
fra,Elle est au bord de la crise de nerfs.
fra,Les éléphants sont les plus gros animaux terrestres vivant actuellement.
fra,Le temps ne permettait sans doute pas de faire une belle photo haute en couleur.
fra,"Assise dans son fauteuil en peau de panthère, la jeune femme en lingerie rouge lisait à haute voix un livre intitulé « La princesse noire »."
fra,Je te montrerai que l’on peut renaître de ses cendres.
fra,"Si tu m’apprends à danser, je te montrerai mes cicatrices cachées."
fra,Les ascenseurs d’un gratte-ciel sont des systèmes vitaux.
fra,"Un fleuve sortait d’Eden pour arroser le jardin, et là il se divisait pour former quatre bras."
fra,Faites cuire les pommes de terre pelées et coupées en morceaux 20 minutes à l’eau bouillante.
fra,Les fruits et les légumes sont essentiels à une alimentation équilibrée.
fra,"Le fromage est un aliment solide fabriqué à partir du lait de vache, de chèvre, de brebis, et d'autres mammifères."
fra,"J'aime toujours pas Cavalieri, Tonelli et Fubini... et demain j'ai déjà mon examen oral d'analyse."
fra,Je prends habituellement ma douche le soir.
fra,Il a passé la soirée à lire un bouquin.
fra,"Tu as réfléchi sur ce problème toute la matinée. Prends une pause, va déjeuner."
fra,"Si je ne le fais pas maintenant, je ne le ferai jamais."
fra,Bonne nuit. Fais de beaux rêves.
fra,Cette chanson est si émouvante que j’en ai les larmes aux yeux.
fra,Il y a beaucoup de choses que tu ne sais pas sur ma personnalité.
fra,"Peut-être que tu as raison, j'ai été égoïste."
fra,Tout le monde mérite une seconde chance.
fra,Je viens de voir que l'ambassadeur de l'Arabie Saoudite à Washington a démissionné.
fra,"Quand on demande de l'argent, il faut accepter certaines conditions."
fra,Quel est l’avantage de cette technologie ?
fra,Si vous ne disposez pas de ce programme vous pouvez le télécharger maintenant.
fra,"L'homme propose, Dieu dispose."
fra,Le gros titre attira mon attention ce matin.
fra,"Quand tu parles aux autres, tu le fais avec les bras croisés."
fra,Remplis le formulaire suivant pour savoir qui tu as pu être dans ta vie antérieure.
fra,Gonzales offre un vélo à tous ses employés en Europe.
fra,Il y a 1000 films qu’il faut voir avant de mourir.
fra,La créativité est une chose importante pour le développement de l’être humain.
fra,Avez-vous des difficultés à comprendre ce que vous disent les femmes ou les petits enfants ?
fra,Il ne faut pas préparer un plat différent pour chaque personne.
fra,"On m'a dit que je suis pragmatique, et je le suis."
fra,"Je préfère chercher une solution aux problèmes, pas seulement les dénoncer."
fra,Je suis à court d'idées.
fra,"Les sept questions que doit se poser un ingénieur sont : qui, quoi, quand, où, pourquoi, comment et combien."
fra,Tu continues encore à te demander quel est le sens de la vie ?
fra,Quand peut-on dire qu'une personne a des problèmes d'alcool ?
fra,Souviens-toi que nous sommes tous dans le même bateau.
fra,"Tout ce que j'ai besoin de savoir sur la vie, je l'ai appris d'un bonhomme de neige."
fra,Vérifie que ton nom d'utilisateur et ton mot de passe sont écrits correctement.
fra,En tous cas il faut voter oui au référendum du 18 février.
fra,Les adieux sont toujours tristes.
fra,Ne nous oublie pas !
fra,Le temps est passé très rapidement.
fra,Laquelle est votre valise ?
fra,J'ai de la toux et un peu de fièvre.
fra,"Ouvre l'armoire de gauche, les bouteilles sont là."
fra,Il y a aussi des boîtes de nuit où l'on danse le flamenco.
fra,L'entrée comprend une boisson.
fra,Je propose que l'on sorte le vendredi.
fra,"Comme ça, je fais d'une pierre deux coups."
fra,Ça ne me plaît pas autant que de m'occuper des enfants.
fra,Avez-vous une expérience professionnelle ?
fra,Je n'ai eu le temps ni d'aller faire les courses ni de dire au revoir à ma mère.
fra,J'aimerais essayer la jupe bleue rayée.
fra,Combien donne-t-on en pourboire en Espagne ?
fra,Qui a peint ce tableau ?
fra,À cette heure il y a un trafic incroyable.
fra,"Nous, les hommes, sommes habitués à attendre les femmes."
fra,Tu n'as pas honte de parler ainsi ?
fra,Je ne vais poser de revolver sur la tête de personne pour rester à Barcelone.
fra,"Maintenant je dois y aller, ils appellent pour mon vol."
fra,Il est argentin et il donne des cours de tennis.
fra,"S'il vous plaît, indiquez-le-moi sur la carte."
fra,Le robinet coule.
fra,"S'il vous plaît, dites-nous où il y a une épicerie."
fra,Je veux récupérer mes objets de valeur.
fra,Je suis enceinte de quatre mois.
fra,J'ai un stimulateur cardiaque.
fra,Je voudrais des piles pour cet appareil.
fra,Est-ce que je peux payer avec une carte de crédit ?
fra,"Couper, laver et sécher, s'il vous plaît."
fra,Nous avons besoin d'une ambulance.
fra,Nous supposons qu'il s'agit d'un empoisonnement par morsure de serpent.
fra,Tous les matins et tous les soirs je donne à manger à mon chat.
fra,Pourriez-vous répéter ça s’il vous plaît ?
fra,"En général, qui rend visite le plus à ses parents, les fils ou les filles ?"
fra,Ça te coûterait bien sûr moins cher si tu dormais chez nous.
fra,Vous trouverez ça dans une droguerie.
fra,Tout effort mérite récompense.
fra,Ça coûte les yeux de la tête.
fra,"En premier lieu je voudrais exprimer particulièrement ma gratitude envers mon directeur de thèse le Dr. Juan Pisto pour sa patience, son effort et son dévouement."
fra,Ce n'est pas le côté matériel qui définit notre vie mais le côté spirituel.
fra,Plus de 90 pourcents des visites d'une page Web proviennent de moteurs de recherche.
fra,J’ai besoin de ton conseil.
fra,"Pourtant, la chanteuse ne renie pas ses origines."
fra,Est-ce que tu sais par hasard où j'ai mis mes clés ?
fra,Je me prépare au pire...
fra,"Pourquoi tu m'as réveillé pour me dire quelque chose d'aussi important ? Maintenant, j'vais jamais pouvoir me concentrer sur mon travail !"
fra,Ça semble intéressant. Qu'est-ce que tu lui as dit ?
fra,Il est où ton billet de vingt ? J'te l'échange contre un de cinq.
fra,Je savais que c'était du plastique mais ça avait le goût du bois.
pol,Twój zegarek jest na biurku.
pol,Spójrz na dom z czerwonym dachem.
pol,Pogoda pogarszała się z upływem dnia.
pol,"Jak dobrze pójdzie, robię 2-3 sztuki dziennie."
pol,Po drodze do domu wpadnę na pocztę.
pol,Mam w pokoju niezły burdel.
pol,Złapali nieprzyjaciela w zasadzkę.
pol,Jestem w ciąży.
pol,On ją kocha.
pol,Nasz nauczyciel zawsze przychodzi punktualnie na zajęcia.
pol,Rozdziel te jabłka na trzy osoby.
pol,Jutro mnie nie ma.
pol,Przyjdź też jutro!
pol,Idźcie prosto tą ulicą.
pol,On wystąpił w dubbingu do „Avatara”.
pol,Poprzysiągłem sobie nigdy już się do niej nie odzywać.
pol,On jest Anglikiem.
pol,W roku 1945 zrzucono bombę atomową na Hiroszimę.
pol,Ależ z ciebie kutwa!
pol,Roger pracuje od świtu do zmroku.
pol,Ta skrzynka zawiera pięć jabłek.
pol,Tłukłeś się z Kenem?
pol,"Jego książka znana jest nie tylko w Anglii, ale i w Japonii."
pol,To jest tego samego koloru co moje.
pol,Jak zamierza naprawić wyrządzoną stratę?
pol,"To, że jeszcze żyję, zawdzięczam tobie."
pol,"„Jestem głodny!” – rzekł mały biały króliczek, więc zatrzymali się i zjedli dużego hiacynta."
pol,„Nickel” to moneta pięciocentowa.
pol,"Kiedy mówimy, że język jest przekazywany kulturowo – a więc że jest nabywany, a nie dziedziczony – to chodzi nam o to, że stanowi on część wielkiego zbioru zachowań nabytych i współdzielonych z innymi, który antropologowie nazywają kulturą."
pol,"W końcu wpadł na to, jak to się robi."
pol,Zaśpiewajmy tę angielską piosenkę.
pol,Z jakiegoś powodu mikrofon wcześniej nie działał.
pol,"Zwyczajnie nie wiem, co powiedzieć..."
pol,"To, co powiedziałeś, nie ma sensu."
pol,"Nic nie powiedział, co ją wkurzyło."
pol,"Proszę pana, zostawił pan zapalniczkę na stole!"
pol,"Mówią, że w tej okolicy jest zakopany skarb."
pol,"Proszę bardzo, nie ma za co."
pol,Z całym szacunkiem.
pol,Bez obaw.
pol,"To dobry pomysł, żeby pograć w shogi po obiedzie."
pol,Umyj dobrze zęby.
pol,Ładna dziś pogoda.
pol,"Dobranoc, Timmy."
pol,Nieważne.
pol,Nie rozumiem.
pol,Nie wiem.
pol,Dobre pytanie.
pol,Któż to wie?
pol,To za drogo!
pol,Wszystkie istoty ludzkie rodzą się wolne i równe w godności i prawach. Są one obdarzone rozumem i sumieniem oraz powinny postępować w stosunku do siebie wzajemnie w duchu braterstwa.
pol,Cały dzień grałem w tenisa.
pol,Czy mówi pan po angielsku?
pol,"Uważa się, ze to ważna sprawa."
pol,Nie jesteś winien tego wypadku.
pol,Wspomniano twoje nazwisko.
pol,"Doprawdy? A myślałem, że wyjdzie za mąż jako ostatnia."
pol,Pożycz mi coś do cięcia.
pol,Od dawna jest pan w Osace?
pol,Nasz ogród był zachwaszczony.
pol,Obudziła się.
pol,"Jak dla mnie, Australia jest jednym z najlepszych krajów na świecie."
pol,Jane ścięła włosy przed zawodami.
pol,Jaki jest ostateczny cel nauczania?
pol,Jest zależny finansowo od swej żony.
pol,Mój ojciec jest nieco staromodny.
pol,Mój wujek zmarł wczoraj na raka żołądka.
pol,Pan Wang jest z Chin.
pol,Niestety nie zdążyłem na jego wystąpienie.
pol,Ile kosztuje przejazd z Osaki do Akity?
pol,Spójrz na ten dym.
pol,"Proszę, na przyszłość bardziej uważaj."
pol,"Często mówi się, że Japończycy są dobrymi pracownikami."
pol,Udało mi się uzyskać zgodę rodziców na małżeństwo.
pol,"Było już późno, więc wróciłem do domu."
pol,Astronomia zajmuje się gwiazdami i planetami.
pol,Z daleka wygląda to na piłkę.
pol,"Nieważne, co czytasz, ale jak czytasz."
pol,Nie muszę ci się tłumaczyć z mojego postępowania.
pol,Eksport idzie marnie.
pol,Przez nierozważną jazdę napytał sobie biedy – zginął.
pol,Proszę załączyć świadectwo jakości.
pol,Bardzo nierozważnie jest pływać wśród takich prądów.
pol,Popełniłem koszmarny błąd.
pol,Sędzia skazał go na rok pozbawienia wolności.
pol,Spociłem się pod pachami.
pol,Co się zdarzyło na tym skrzyżowaniu?
pol,Pracowała wyłącznie dla pieniędzy.
pol,Ona nie znosi zielonego pieprzu.
pol,On nigdy nie traci nadziei.
pol,"Mam wrażenie, że kiedyś już tu byłem."
pol,Nasz pociąg zatrzymał się nagle.
pol,"Gdybyś był w kłopocie, pomógłbym ci."
pol,Przyszedł około czternastej.
pol,Uszczęśliwił rodziców.
pol,"Jeśli wieczorem będzie padać, nie wyjdę z domu."
pol,Wrócił z Chin.
pol,Musisz tylko posprzątać pokój.
pol,Niewielu studentów umie czytać po łacinie.
pol,"Na północy znajduje się Szkocja, na południu Anglia, na zachodzie Walia, a jeszcze dalej na zachód – Irlandia Północna."
pol,Jego ojczyzną są Niemcy.
pol,Czasami śni mi się dom.
pol,U nas w styczniu pada śnieg.
pol,Kura wysiadywała jaja przez tydzień.
pol,To Japonia.
pol,Czekałem na niego do dziesiątej.
pol,Powiedziałem sobie: to dobry pomysł.
pol,"To najnowsza książka p. Millera i mamy nadzieję, że nie ostatnia."
pol,"Zaproszono mnie na wycieczkę zagraniczną, ale nie chcę jechać."
pol,"Co by nie robić, nie da się opanować angielskiego w kilka miesięcy."
pol,To najlepsza restauracja z owocami morza w całej dzielnicy.
pol,Nie wiń jej za to.
pol,"Czytaj codziennie gazetę, inaczej nie będziesz na bieżąco."
pol,Pociąg spóźnia się pół godziny.
pol,Jego życzliwość była tylko na pokaz.
pol,Przyszła mi do głowy niezła myśl.
pol,Mówi pan po angielsku?
pol,Mój dom jest duży.
pol,Jest niezwykle przystojny.
pol,Nie lubię szkoły.
pol,Nie mówię po japońsku.
pol,Rak to wielki wróg ludzkości.
pol,Oto nasza szkoła.
pol,Włochy to piękny kraj.
pol,"Przepraszam, zgubiłem się."
pol,Ta suknia dobrze leży.
pol,Lubię jazz.
pol,Wczoraj wieczorem musieliśmy wezwać policję.
pol,Miłość jest ślepa z natury rzeczy.
pol,Pojechałem autostradą numer 58.
pol,Mam dużo problemów do rozwiązania.
pol,Zimą szybko zapada noc.
pol,Bardzo lubi swoją szkołę.
pol,Co podać?
pol,Zostawiłem parasol w pociągu.
pol,Policja szybko rozprawiła się z zamieszkami.
pol,Co rano czyta gazetę.
pol,Do szkoły idę o siódmej.
pol,Dziewczyny sprzeciwiły się naszemu planowi.
pol,O której taksówka odjeżdża na lotnisko?
pol,Nie ma rzeczy ważniejszej niż przyjaźń.
pol,Może być jakiekolwiek czasopismo.
pol,To zdjęcie zrobiono w Narze.
pol,Tacie się to nie spodoba.
pol,"Sto lat, Muiriel!"
pol,Byłem w górach.
pol,W moim poduszkowcu jest pełno węgorzy.
pol,Poznaj mnie z jakąś ładną dziewczyną.
pol,"Zwrócił uwagę synowi, że się leni."
pol,Jaka pogoda?
pol,Czy to świeże zdjęcie?
pol,Zaraz wracam.
pol,"Powiedziałeś, że nigdy nie wygram?"
pol,Czekam godzinami.
pol,"Dobry wieczór, jak leci?"
pol,Hiszpania jest krajem demokratycznym od 1975 roku.
pol,Paco maluje widoki miast.
pol,Późno już.
pol,Przepraszam bardzo.
pol,Gdzie on się urodził?
pol,Bardzo mi to pomogło.
pol,Urodził się w Atenach w roku 1956.
pol,Gorąco dziś.
pol,Wróciłem! O! Mamy gości?
pol,Spróbuję ponownie.
pol,Kiedy się urodziła?
pol,"Mówiłem ci już, że go już tu nie ma."
pol,Zgubił się pan?
pol,Idziemy do kina?
pol,To nówka sztuka.
pol,Mam pytanie.
pol,Kocham cię.
pol,Co robisz przed śniadaniem?
pol,Nie lubię sposobu w jaki on mówi.
pol,Ja też chciałbym pojechać sobie na Hawaje.
pol,Jeszcze nie odzyskał przytomności.
pol,Kiedy się ożeniłeś?
pol,Mógłby pan wysłać mi ten list mailem?
pol,Staruszek lubi przesadzać.
pol,Japonia zużywa dużo papieru.
pol,Ona ma trzech braci.
pol,"Możesz jechać, gdzie ci się podoba."
pol,Zrób kawy.
pol,Nie przywykłem do publicznych wystąpień.
pol,Moja praca polega na opiece nad dziećmi.
pol,Dostałem od dziadka prezent na urodziny.
pol,Czy jest tu gdzieś centrum handlowe?
pol,Trwa budowa nowej szkoły.
pol,Jestem głodny jak wilk.
pol,Co znaczy to słowo?
pol,W języku angielskim jest dużo wyrazów zapożyczonych z francuskiego.
pol,"Sen jest ważny, ale po co istnieje - to stanowi zagadkę."
pol,"Jest biedna, ale szczęśliwa."
pol,Czy jest jakieś zagraniczne piwo?
pol,Byłem wtedy dzieckiem.
pol,"Ona jest zdania, że wszystko jest kwestią pieniędzy."
pol,Muszę iść spać.
pol,Nie chcieć oznacza mieć.
pol,Niestety to prawda.
pol,"To dlatego, że nie chcesz być sam."
pol,"Samotny człowiek jest sam, bo się obawia innych."
pol,Zarabiam 100 euro dziennie.
pol,Wyglądasz na durnia.
pol,Musisz iść.
pol,Hasło brzmi „Muiriel”.
pol,Idź spać.
pol,Chciałbym móc pojechać do Japonii.
pol,"Znalazłem rozwiązanie, ale coś za szybko, więc nie może być poprawne."
pol,To się nigdy nie skończy.
pol,Jesteśmy szczęśliwi.
pol,Co to?
pol,"Chociaż przeprosił, ja wciąż jestem wściekły."
pol,Zrobiłem wielki błąd przy wyborze żony.
pol,W naszych szacunkach założyliśmy margines błędu.
pol,Studiuję na uniwersytecie Hyōgo.
pol,"Zdecyduj, czy idziemy, czy nie."
pol,"Na pewno kiedyś pojadę do Francji, tylko nie wiem kiedy."
pol,"Muszę iść po zakupy, będę za godzinę."
pol,Nie należę do żadnego klubu.
pol,"Za długo by objaśniać, dlaczego to nie zadziała."
pol,Zgadza się. Jest dużo wilgoci w powietrzu.
pol,Jesteś pewien?
pol,Czy są wolne miejsca?
pol,Niebo jest błękitne.
pol,Gdzie są moje okulary?
pol,Biały jacht płynął po falach.
pol,To nasza sąsiadka.
pol,Matka była wykończona.
pol,Powinna tu być około południa.
pol,Zapisała się na kurs hiszpańskiego.
pol,"Nie może chodzić, a cóż dopiero biegać."
pol,Chyba mu na mnie nie zależy.
pol,Nie lubi upałów.
pol,Miło się z nią rozmawiało.
pol,Nie licz na jego pomoc.
pol,"Jako obywatel świata, umiem przekraczać bariery kulturowe."
pol,"Kłopot w tym, że mamy mało pieniędzy."
pol,Nie lubię takiej muzyki.
pol,On zawsze się spóźnia do szkoły.
pol,Zatrzymasz to dla siebie?
pol,Są dobrą parą.
pol,"Dziewczyna, która rozmawia z Johnem, to Susan."
pol,Proszę wezwać ochronę hotelu.
pol,Wierzę w tę metodę nauczania.
pol,Ma głowę do interesów.
pol,"Zaczęło świtać, długa noc się skończyła."
pol,To był zły królik.
pol,"Cześć, jestem Nancy."
pol,Co robisz?
pol,"Halo, jesteś jeszcze?"
pol,Muiriel ma teraz 20 lat.
